Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame,Status
WR,Casey Washington (44038289),Casey Washington,44038289,WR/FLEX,3000,CHI@CAR 09/13/2026 01:00PM ET,CAR,2.2,
WR,Ray-Ray McCloud III (44038291),Ray-Ray McCloud III,44038291,WR/FLEX,3000,CHI@CAR 09/13/2026 01:00PM ET,CHI,2.3,Q
WR,JP Richardson (44038293),JP Richardson,44038293,WR/FLEX,3000,CHI@CAR 09/13/2026 01:00PM ET,CHI,0,
WR,Scotty Miller (44038295),Scotty Miller,44038295,WR/FLEX,3000,CHI@CAR 09/13/2026 01:00PM ET,CHI,1.1,
WR,Kaden Davis (44038297),Kaden Davis,44038297,WR/FLEX,3000,CHI@CAR 09/13/2026 01:00PM ET,CHI,0,
WR,Ben Skowronek (44038299),Ben Skowronek,44038299,WR/FLEX,3000,ATL@PIT 09/13/2026 01:00PM ET,PIT,0.9,Q
WR,Kaden Wetjen (44038301),Kaden Wetjen,44038301,WR/FLEX,3000,ATL@PIT 09/13/2026 01:00PM ET,PIT,0,
WR,Cole Burgess (44038303),Cole Burgess,44038303,WR/FLEX,3000,ATL@PIT 09/13/2026 01:00PM ET,PIT,0,IR
WR,Brandon Smith (44038305),Brandon Smith,44038305,WR/FLEX,3000,ATL@PIT 09/13/2026 01:00PM ET,PIT,0,
WR,Max Hurleman (44038307),Max Hurleman,44038307,WR/FLEX,3000,ATL@PIT 09/13/2026 01:00PM ET,PIT,0,
WR,Brandon Johnson (44038309),Brandon Johnson,44038309,WR/FLEX,3000,ATL@PIT 09/13/2026 01:00PM ET,PIT,0,
WR,Chris Blair (44038311),Chris Blair,44038311,WR/FLEX,3000,ATL@PIT 09/13/2026 01:00PM ET,ATL,0,
WR,Beaux Collins (44038313),Beaux Collins,44038313,WR/FLEX,3000,ATL@PIT 09/13/2026 01:00PM ET,ATL,0.5,IR
WR,Antwane Wells Jr. (44038315),Antwane Wells Jr.,44038315,WR/FLEX,3000,ATL@PIT 09/13/2026 01:00PM ET,ATL,0,
WR,Dylan Drummond (44038317),Dylan Drummond,44038317,WR/FLEX,3000,ATL@PIT 09/13/2026 01:00PM ET,ATL,1.2,
WR,Vinny Anthony II (44038319),Vinny Anthony II,44038319,WR/FLEX,3000,ATL@PIT 09/13/2026 01:00PM ET,ATL,0,
WR,Isaiah Williams (44038321),Isaiah Williams,44038321,WR/FLEX,3000,NYJ@TEN 09/13/2026 01:00PM ET,NYJ,4,
WR,Tim Patrick (44038323),Tim Patrick,44038323,WR/FLEX,3000,NYJ@TEN 09/13/2026 01:00PM ET,NYJ,3,
WR,Arian Smith (44038325),Arian Smith,44038325,WR/FLEX,3000,NYJ@TEN 09/13/2026 01:00PM ET,NYJ,0.8,
WR,Jamaal Pritchett (44038327),Jamaal Pritchett,44038327,WR/FLEX,3000,NYJ@TEN 09/13/2026 01:00PM ET,NYJ,0,
WR,Malik McClain (44038329),Malik McClain,44038329,WR/FLEX,3000,NYJ@TEN 09/13/2026 01:00PM ET,NYJ,0,
WR,Xavier Restrepo (44038331),Xavier Restrepo,44038331,WR/FLEX,3000,NYJ@TEN 09/13/2026 01:00PM ET,TEN,3.6,
WR,Tyren Montgomery (44038333),Tyren Montgomery,44038333,WR/FLEX,3000,NYJ@TEN 09/13/2026 01:00PM ET,TEN,0,
WR,K.J. Osborn (44038335),K.J. Osborn,44038335,WR/FLEX,3000,NYJ@TEN 09/13/2026 01:00PM ET,TEN,0,
WR,Caleb Douglas (44038337),Caleb Douglas,44038337,WR/FLEX,3000,MIA@LV 09/13/2026 04:25PM ET,MIA,0,
WR,Kevin Coleman Jr. (44038339),Kevin Coleman Jr.,44038339,WR/FLEX,3000,MIA@LV 09/13/2026 04:25PM ET,MIA,0,
WR,Ryan Miller (44038341),Ryan Miller,44038341,WR/FLEX,3000,MIA@LV 09/13/2026 04:25PM ET,MIA,0.9,
WR,Will Sheppard (44038343),Will Sheppard,44038343,WR/FLEX,3000,MIA@LV 09/13/2026 04:25PM ET,MIA,0,
WR,Jalen Reagor (44038345),Jalen Reagor,44038345,WR/FLEX,3000,MIA@LV 09/13/2026 04:25PM ET,MIA,0,
WR,Dareke Young (44038347),Dareke Young,44038347,WR/FLEX,3000,MIA@LV 09/13/2026 04:25PM ET,LV,0.6,
WR,Justin Shorter (44038349),Justin Shorter,44038349,WR/FLEX,3000,MIA@LV 09/13/2026 04:25PM ET,LV,0,IR
WR,Corey Rucker (44038351),Corey Rucker,44038351,WR/FLEX,3000,MIA@LV 09/13/2026 04:25PM ET,LV,0,IR
WR,Chase Roberts (44038353),Chase Roberts,44038353,WR/FLEX,3000,MIA@LV 09/13/2026 04:25PM ET,LV,0,OUT
WR,Cody White (44038355),Cody White,44038355,WR/FLEX,3000,MIA@LV 09/13/2026 04:25PM ET,LV,1.8,
WR,Deven Thompkins (44038357),Deven Thompkins,44038357,WR/FLEX,3000,MIA@LV 09/13/2026 04:25PM ET,LV,0.9,
WR,KeAndre Lambert-Smith (44038359),KeAndre Lambert-Smith,44038359,WR/FLEX,3000,ARI@LAC 09/13/2026 04:25PM ET,LAC,1.6,
WR,Derius Davis (44038361),Derius Davis,44038361,WR/FLEX,3000,ARI@LAC 09/13/2026 04:25PM ET,LAC,0.2,
WR,Dalevon Campbell (44038363),Dalevon Campbell,44038363,WR/FLEX,3000,ARI@LAC 09/13/2026 04:25PM ET,LAC,0,IR
WR,Sincere Brown (44038365),Sincere Brown,44038365,WR/FLEX,3000,ARI@LAC 09/13/2026 04:25PM ET,LAC,0,OUT
WR,Gary Jennings Jr. (44038367),Gary Jennings Jr.,44038367,WR/FLEX,3000,ARI@LAC 09/13/2026 04:25PM ET,LAC,0,
WR,Jalen Brooks (44038369),Jalen Brooks,44038369,WR/FLEX,3000,ARI@LAC 09/13/2026 04:25PM ET,ARI,1.2,
WR,Reggie Virgil (44038371),Reggie Virgil,44038371,WR/FLEX,3000,ARI@LAC 09/13/2026 04:25PM ET,ARI,0,
WR,Devin Duvernay (44038373),Devin Duvernay,44038373,WR/FLEX,3000,ARI@LAC 09/13/2026 04:25PM ET,ARI,0.2,
WR,Simi Fehoko (44038375),Simi Fehoko,44038375,WR/FLEX,3000,ARI@LAC 09/13/2026 04:25PM ET,ARI,0,
WR,Harrison Wallace III (44038377),Harrison Wallace III,44038377,WR/FLEX,3000,ARI@LAC 09/13/2026 04:25PM ET,ARI,0,
WR,Ihmir Smith-Marsette (44038379),Ihmir Smith-Marsette,44038379,WR/FLEX,3000,ARI@LAC 09/13/2026 04:25PM ET,ARI,0,
WR,Josh Cameron (44038381),Josh Cameron,44038381,WR/FLEX,3000,CLE@JAX 09/13/2026 01:00PM ET,JAX,0,
WR,CJ Williams (44038383),CJ Williams,44038383,WR/FLEX,3000,CLE@JAX 09/13/2026 01:00PM ET,JAX,0,
WR,Trebor Pena (44038385),Trebor Pena,44038385,WR/FLEX,3000,CLE@JAX 09/13/2026 01:00PM ET,JAX,0,
WR,Austin Trammell (44038387),Austin Trammell,44038387,WR/FLEX,3000,CLE@JAX 09/13/2026 01:00PM ET,JAX,1.3,
WR,Michael Wortham (44038389),Michael Wortham,44038389,WR/FLEX,3000,CLE@JAX 09/13/2026 01:00PM ET,JAX,0,
WR,Tim Jones (44038391),Tim Jones,44038391,WR/FLEX,3000,CLE@JAX 09/13/2026 01:00PM ET,JAX,0.5,
WR,Tylan Wallace (44038393),Tylan Wallace,44038393,WR/FLEX,3000,CLE@JAX 09/13/2026 01:00PM ET,CLE,1,
WR,Malachi Corley (44038395),Malachi Corley,44038395,WR/FLEX,3000,CLE@JAX 09/13/2026 01:00PM ET,CLE,2.4,
WR,Jamari Thrash (44038397),Jamari Thrash,44038397,WR/FLEX,3000,CLE@JAX 09/13/2026 01:00PM ET,CLE,2.3,IR
WR,Kole Wilson (44038399),Kole Wilson,44038399,WR/FLEX,3000,CLE@JAX 09/13/2026 01:00PM ET,CLE,0,
WR,Bryce Oliver (44038401),Bryce Oliver,44038401,WR/FLEX,3000,CLE@JAX 09/13/2026 01:00PM ET,CLE,0.6,
WR,Barion Brown (44038403),Barion Brown,44038403,WR/FLEX,3000,NO@DET 09/13/2026 01:00PM ET,NO,0,
WR,Mason Tipton (44038405),Mason Tipton,44038405,WR/FLEX,3000,NO@DET 09/13/2026 01:00PM ET,NO,1.5,OUT
WR,Jalen Moreno-Cropper (44038407),Jalen Moreno-Cropper,44038407,WR/FLEX,3000,NO@DET 09/13/2026 01:00PM ET,NO,0,
WR,Trey Palmer (44038409),Trey Palmer,44038409,WR/FLEX,3000,NO@DET 09/13/2026 01:00PM ET,NO,0,
WR,Kevin Austin Jr. (44038411),Kevin Austin Jr.,44038411,WR/FLEX,3000,NO@DET 09/13/2026 01:00PM ET,NO,4.1,
WR,Tay Martin (44038413),Tay Martin,44038413,WR/FLEX,3000,NO@DET 09/13/2026 01:00PM ET,DET,1.4,
WR,Kendrick Law (44038415),Kendrick Law,44038415,WR/FLEX,3000,NO@DET 09/13/2026 01:00PM ET,DET,0,IR
WR,Dominic Lovett (44038417),Dominic Lovett,44038417,WR/FLEX,3000,NO@DET 09/13/2026 01:00PM ET,DET,0,
WR,Tom Kennedy (44038419),Tom Kennedy,44038419,WR/FLEX,3000,NO@DET 09/13/2026 01:00PM ET,DET,1.3,
WR,Lucky Jackson (44038421),Lucky Jackson,44038421,WR/FLEX,3000,NO@DET 09/13/2026 01:00PM ET,DET,0,
WR,Jacoby Jones (44038423),Jacoby Jones,44038423,WR/FLEX,3000,WAS@PHI 09/13/2026 04:25PM ET,WAS,3.5,IR
WR,River Cracraft (44038425),River Cracraft,44038425,WR/FLEX,3000,WAS@PHI 09/13/2026 04:25PM ET,WAS,0,Q
WR,Jaden Bradley (44038427),Jaden Bradley,44038427,WR/FLEX,3000,WAS@PHI 09/13/2026 04:25PM ET,WAS,0,
WR,Elijah Moore (44038429),Elijah Moore,44038429,WR/FLEX,3000,WAS@PHI 09/13/2026 04:25PM ET,PHI,3,
WR,Darius Cooper (44038431),Darius Cooper,44038431,WR/FLEX,3000,WAS@PHI 09/13/2026 04:25PM ET,PHI,1.4,
WR,Johnny Wilson (44038433),Johnny Wilson,44038433,WR/FLEX,3000,WAS@PHI 09/13/2026 04:25PM ET,PHI,0,IR
WR,Danny Gray (44038435),Danny Gray,44038435,WR/FLEX,3000,WAS@PHI 09/13/2026 04:25PM ET,PHI,0,
WR,Britain Covey (44038437),Britain Covey,44038437,WR/FLEX,3000,WAS@PHI 09/13/2026 04:25PM ET,PHI,0.6,
WR,Tai Felton (44038439),Tai Felton,44038439,WR/FLEX,3000,GB@MIN 09/13/2026 04:25PM ET,MIN,0.3,
WR,Myles Price (44038441),Myles Price,44038441,WR/FLEX,3000,GB@MIN 09/13/2026 04:25PM ET,MIN,-0.2,
WR,Jeshaun Jones (44038443),Jeshaun Jones,44038443,WR/FLEX,3000,GB@MIN 09/13/2026 04:25PM ET,MIN,0,OUT
WR,Dontae Fleming (44038445),Dontae Fleming,44038445,WR/FLEX,3000,GB@MIN 09/13/2026 04:25PM ET,MIN,0,OUT
WR,Dillon Bell (44038447),Dillon Bell,44038447,WR/FLEX,3000,GB@MIN 09/13/2026 04:25PM ET,MIN,0,
WR,Michael Briscoe (44038449),Michael Briscoe,44038449,WR/FLEX,3000,GB@MIN 09/13/2026 04:25PM ET,MIN,0,
WR,Trayvon Rudolph (44038451),Trayvon Rudolph,44038451,WR/FLEX,3000,GB@MIN 09/13/2026 04:25PM ET,MIN,0,
WR,Bo Melton (44038453),Bo Melton,44038453,WR/FLEX,3000,GB@MIN 09/13/2026 04:25PM ET,GB,0.2,
WR,Skyy Moore (44038455),Skyy Moore,44038455,WR/FLEX,3000,GB@MIN 09/13/2026 04:25PM ET,GB,0.8,
WR,J. Michael Sturdivant (44038457),J. Michael Sturdivant,44038457,WR/FLEX,3000,GB@MIN 09/13/2026 04:25PM ET,GB,0,
WR,Chris Hilton Jr. (44038459),Chris Hilton Jr.,44038459,WR/FLEX,3000,GB@MIN 09/13/2026 04:25PM ET,GB,0,
WR,Isaiah Neyor (44038461),Isaiah Neyor,44038461,WR/FLEX,3000,GB@MIN 09/13/2026 04:25PM ET,GB,0,
WR,Jared Wayne (44038463),Jared Wayne,44038463,WR/FLEX,3000,BUF@HOU 09/13/2026 01:00PM ET,HOU,4,
WR,Lewis Bond (44038465),Lewis Bond,44038465,WR/FLEX,3000,BUF@HOU 09/13/2026 01:00PM ET,HOU,0,
WR,Josh Kelly (44038467),Josh Kelly,44038467,WR/FLEX,3000,BUF@HOU 09/13/2026 01:00PM ET,HOU,0,
WR,Daniel Sobkowicz (44038469),Daniel Sobkowicz,44038469,WR/FLEX,3000,BUF@HOU 09/13/2026 01:00PM ET,HOU,0,
WR,Mitch Tinsley (44038471),Mitch Tinsley,44038471,WR/FLEX,3000,BUF@HOU 09/13/2026 01:00PM ET,HOU,1.9,
WR,Tyrell Shavers (44038473),Tyrell Shavers,44038473,WR/FLEX,3000,BUF@HOU 09/13/2026 01:00PM ET,BUF,2.7,OUT
WR,Ja'Mori Maclin (44038475),Ja'Mori Maclin,44038475,WR/FLEX,3000,BUF@HOU 09/13/2026 01:00PM ET,BUF,0,
WR,Trent Sherfield Sr. (44038477),Trent Sherfield Sr.,44038477,WR/FLEX,3000,BUF@HOU 09/13/2026 01:00PM ET,BUF,0.4,
WR,Stephen Gosnell (44038479),Stephen Gosnell,44038479,WR/FLEX,3000,BUF@HOU 09/13/2026 01:00PM ET,BUF,0,
WR,LaJohntay Wester (44038481),LaJohntay Wester,44038481,WR/FLEX,3000,BAL@IND 09/13/2026 01:00PM ET,BAL,-0.1,
WR,Xavier Guillory (44038483),Xavier Guillory,44038483,WR/FLEX,3000,BAL@IND 09/13/2026 01:00PM ET,BAL,0,
WR,Chris Moore (44038485),Chris Moore,44038485,WR/FLEX,3000,BAL@IND 09/13/2026 01:00PM ET,BAL,2.8,
WR,Laquon Treadwell (44038487),Laquon Treadwell,44038487,WR/FLEX,3000,BAL@IND 09/13/2026 01:00PM ET,IND,0,
WR,Coleman Owen (44038489),Coleman Owen,44038489,WR/FLEX,3000,BAL@IND 09/13/2026 01:00PM ET,IND,0,Q
WR,D.J. Montgomery (44038491),D.J. Montgomery,44038491,WR/FLEX,3000,BAL@IND 09/13/2026 01:00PM ET,IND,0,IR
WR,Anthony Gould (44038493),Anthony Gould,44038493,WR/FLEX,3000,BAL@IND 09/13/2026 01:00PM ET,IND,0.2,
WR,Kameron Johnson (44038495),Kameron Johnson,44038495,WR/FLEX,3000,TB@CIN 09/13/2026 01:00PM ET,TB,1,
WR,David Sills V (44038497),David Sills V,44038497,WR/FLEX,3000,TB@CIN 09/13/2026 01:00PM ET,TB,2.9,IR
WR,Dean Patterson IV (44038499),Dean Patterson IV,44038499,WR/FLEX,3000,TB@CIN 09/13/2026 01:00PM ET,TB,0,
WR,Eric Rivers Jr. (44038501),Eric Rivers Jr.,44038501,WR/FLEX,3000,TB@CIN 09/13/2026 01:00PM ET,TB,0,
WR,Garrett Greene (44038503),Garrett Greene,44038503,WR/FLEX,3000,TB@CIN 09/13/2026 01:00PM ET,TB,0,
WR,Dohnte Meyers (44038505),Dohnte Meyers,44038505,WR/FLEX,3000,TB@CIN 09/13/2026 01:00PM ET,CIN,0,
WR,Ke'Shawn Williams (44038507),Ke'Shawn Williams,44038507,WR/FLEX,3000,TB@CIN 09/13/2026 01:00PM ET,CIN,0.1,
WR,Jordan Moore (44038509),Jordan Moore,44038509,WR/FLEX,3000,TB@CIN 09/13/2026 01:00PM ET,CIN,0,
WR,Noah Thomas (44038511),Noah Thomas,44038511,WR/FLEX,3000,TB@CIN 09/13/2026 01:00PM ET,CIN,0,
WR,Nikko Remigio (44038513),Nikko Remigio,44038513,WR/FLEX,3000,DEN@KC 09/14/2026 08:15PM ET,KC,0.3,
WR,Jeff Caldwell (44038515),Jeff Caldwell,44038515,WR/FLEX,3000,DEN@KC 09/14/2026 08:15PM ET,KC,0,IR
WR,Jimmy Holiday (44038517),Jimmy Holiday,44038517,WR/FLEX,3000,DEN@KC 09/14/2026 08:15PM ET,KC,0,IR
WR,Omari Evans (44038519),Omari Evans,44038519,WR/FLEX,3000,DEN@KC 09/14/2026 08:15PM ET,KC,0,
WR,Andrew Armstrong (44038521),Andrew Armstrong,44038521,WR/FLEX,3000,DEN@KC 09/14/2026 08:15PM ET,KC,0,
WR,Michael Bandy (44038523),Michael Bandy,44038523,WR/FLEX,3000,DEN@KC 09/14/2026 08:15PM ET,DEN,3.5,
WR,Dane Key (44038525),Dane Key,44038525,WR/FLEX,3000,DEN@KC 09/14/2026 08:15PM ET,DEN,0,
WR,Kolbe Katsis (44038527),Kolbe Katsis,44038527,WR/FLEX,3000,DEN@KC 09/14/2026 08:15PM ET,DEN,0,
WR,Montorie Foster Jr. (44038529),Montorie Foster Jr.,44038529,WR/FLEX,3000,NE@SEA 09/09/2026 08:20PM ET,SEA,0,
WR,Irvin Charles (44038531),Irvin Charles,44038531,WR/FLEX,3000,NE@SEA 09/09/2026 08:20PM ET,SEA,0,IR
WR,Ricky White III (44038533),Ricky White III,44038533,WR/FLEX,3000,NE@SEA 09/09/2026 08:20PM ET,SEA,0,
WR,Emmanuel Henderson Jr. (44038535),Emmanuel Henderson Jr.,44038535,WR/FLEX,3000,NE@SEA 09/09/2026 08:20PM ET,SEA,0,
WR,Julian Hicks (44038537),Julian Hicks,44038537,WR/FLEX,3000,NE@SEA 09/09/2026 08:20PM ET,SEA,0,
WR,Efton Chism III (44038539),Efton Chism III,44038539,WR/FLEX,3000,NE@SEA 09/09/2026 08:20PM ET,NE,2,
WR,Jeremiah Webb (44038541),Jeremiah Webb,44038541,WR/FLEX,3000,NE@SEA 09/09/2026 08:20PM ET,NE,0,IR
WR,Kyle Dixon (44038543),Kyle Dixon,44038543,WR/FLEX,3000,NE@SEA 09/09/2026 08:20PM ET,NE,0,
WR,Cameron Dorner (44038545),Cameron Dorner,44038545,WR/FLEX,3000,NE@SEA 09/09/2026 08:20PM ET,NE,0,
WR,Jacob Cowing (44038547),Jacob Cowing,44038547,WR/FLEX,3000,SF@LAR 09/10/2026 08:35PM ET,SF,0,
WR,Brandon Aiyuk (44038549),Brandon Aiyuk,44038549,WR/FLEX,3000,SF@LAR 09/10/2026 08:35PM ET,SF,0,OUT
WR,Will Pauling (44038551),Will Pauling,44038551,WR/FLEX,3000,SF@LAR 09/10/2026 08:35PM ET,SF,0,
WR,Wesley Grimes (44038553),Wesley Grimes,44038553,WR/FLEX,3000,SF@LAR 09/10/2026 08:35PM ET,SF,0,
WR,KhaDarel Hodge (44038555),KhaDarel Hodge,44038555,WR/FLEX,3000,SF@LAR 09/10/2026 08:35PM ET,SF,0.5,
WR,Xavier Smith (44038557),Xavier Smith,44038557,WR/FLEX,3000,SF@LAR 09/10/2026 08:35PM ET,LAR,2.5,
WR,CJ Daniels (44038559),CJ Daniels,44038559,WR/FLEX,3000,SF@LAR 09/10/2026 08:35PM ET,LAR,0,
WR,Brennan Presley (44038561),Brennan Presley,44038561,WR/FLEX,3000,SF@LAR 09/10/2026 08:35PM ET,LAR,0,
WR,Alex Bachman (44038563),Alex Bachman,44038563,WR/FLEX,3000,SF@LAR 09/10/2026 08:35PM ET,LAR,0.2,
WR,Gunner Olszewski (44038565),Gunner Olszewski,44038565,WR/FLEX,3000,DAL@NYG 09/13/2026 08:20PM ET,NYG,2.4,IR
WR,Braxton Berrios (44038567),Braxton Berrios,44038567,WR/FLEX,3000,DAL@NYG 09/13/2026 08:20PM ET,NYG,1.9,
WR,Jalin Hyatt (44038569),Jalin Hyatt,44038569,WR/FLEX,3000,DAL@NYG 09/13/2026 08:20PM ET,NYG,1.1,
WR,Dalen Cambre (44038571),Dalen Cambre,44038571,WR/FLEX,3000,DAL@NYG 09/13/2026 08:20PM ET,NYG,0,
WR,Charlie Jones (44038573),Charlie Jones,44038573,WR/FLEX,3000,DAL@NYG 09/13/2026 08:20PM ET,NYG,0.4,
WR,Camden Brown (44038575),Camden Brown,44038575,WR/FLEX,3000,DAL@NYG 09/13/2026 08:20PM ET,DAL,0,
WR,Anthony Smith (44038577),Anthony Smith,44038577,WR/FLEX,3000,DAL@NYG 09/13/2026 08:20PM ET,DAL,0,
WR,Jordan Hudson (44038579),Jordan Hudson,44038579,WR/FLEX,3000,DAL@NYG 09/13/2026 08:20PM ET,DAL,0,
TE,Noah Gray (44038657),Noah Gray,44038657,TE/FLEX,3000,DEN@KC 09/14/2026 08:15PM ET,KC,2.4,
TE,Darnell Washington (44038659),Darnell Washington,44038659,TE/FLEX,3000,ATL@PIT 09/13/2026 01:00PM ET,PIT,4.7,
TE,David Njoku (44038661),David Njoku,44038661,TE/FLEX,3000,ARI@LAC 09/13/2026 04:25PM ET,LAC,7.2,
TE,Jackson Meeks (44038663),Jackson Meeks,44038663,TE/FLEX,3000,NO@DET 09/13/2026 01:00PM ET,DET,0,
TE,Luke Musgrave (44038665),Luke Musgrave,44038665,TE/FLEX,3000,GB@MIN 09/13/2026 04:25PM ET,GB,2.8,OUT
TE,Jonnu Smith (44038667),Jonnu Smith,44038667,TE/FLEX,3000,GB@MIN 09/13/2026 04:25PM ET,GB,4.8,
TE,Terrance Ferguson (44038669),Terrance Ferguson,44038669,TE/FLEX,3000,SF@LAR 09/10/2026 08:35PM ET,LAR,3.4,
DST,Rams (44038961),Rams,44038961,DST,3000,SF@LAR 09/10/2026 08:35PM ET,LAR,7.6,
DST,Packers (44038962),Packers,44038962,DST,3000,GB@MIN 09/13/2026 04:25PM ET,GB,4.6,
DST,Ravens (44038963),Ravens,44038963,DST,3000,BAL@IND 09/13/2026 01:00PM ET,BAL,5.7,
WR,Ronnie Bell (44067890),Ronnie Bell,44067890,WR/FLEX,3000,MIA@LV 09/13/2026 04:25PM ET,LV,5.2,
WR,Van Jefferson (44095872),Van Jefferson,44095872,WR/FLEX,3000,WAS@PHI 09/13/2026 04:25PM ET,WAS,4.4,OUT
WR,Bub Means (44095874),Bub Means,44095874,WR/FLEX,3000,CLE@JAX 09/13/2026 01:00PM ET,CLE,0,
TE,Tommy Tremble (44038671),Tommy Tremble,44038671,TE/FLEX,2900,CHI@CAR 09/13/2026 01:00PM ET,CAR,3.8,
TE,Michael Mayer (44038673),Michael Mayer,44038673,TE/FLEX,2900,MIA@LV 09/13/2026 04:25PM ET,LV,5.7,
TE,Brock Wright (44038675),Brock Wright,44038675,TE/FLEX,2900,NO@DET 09/13/2026 01:00PM ET,DET,3.3,
TE,Brevyn Spann-Ford (44038677),Brevyn Spann-Ford,44038677,TE/FLEX,2900,DAL@NYG 09/13/2026 08:20PM ET,DAL,1.4,
DST,Broncos (44038964),Broncos,44038964,DST,2900,DEN@KC 09/14/2026 08:15PM ET,DEN,8.6,
DST,Raiders (44038965),Raiders,44038965,DST,2900,MIA@LV 09/13/2026 04:25PM ET,LV,4.4,
DST,Texans (44038966),Texans,44038966,DST,2900,BUF@HOU 09/13/2026 01:00PM ET,HOU,10.6,
TE,Theo Johnson (44038679),Theo Johnson,44038679,TE/FLEX,2800,DAL@NYG 09/13/2026 08:20PM ET,NYG,8.5,Q
TE,Sam Roush (44038681),Sam Roush,44038681,TE/FLEX,2800,CHI@CAR 09/13/2026 01:00PM ET,CHI,0,
TE,Mason Taylor (44038683),Mason Taylor,44038683,TE/FLEX,2800,NYJ@TEN 09/13/2026 01:00PM ET,NYJ,6.8,
TE,Ben Sinnott (44038685),Ben Sinnott,44038685,TE/FLEX,2800,WAS@PHI 09/13/2026 04:25PM ET,WAS,1.8,Q
TE,Josh Oliver (44038687),Josh Oliver,44038687,TE/FLEX,2800,GB@MIN 09/13/2026 04:25PM ET,MIN,3.7,
TE,Eli Raridon (44038689),Eli Raridon,44038689,TE/FLEX,2800,NE@SEA 09/09/2026 08:20PM ET,NE,0,
DST,Cowboys (44038967),Cowboys,44038967,DST,2800,DAL@NYG 09/13/2026 08:20PM ET,DAL,3.6,
DST,Bears (44038968),Bears,44038968,DST,2800,CHI@CAR 09/13/2026 01:00PM ET,CHI,6.4,
DST,Vikings (44038969),Vikings,44038969,DST,2800,GB@MIN 09/13/2026 04:25PM ET,MIN,8,
TE,Ja'Tavion Sanders (44038691),Ja'Tavion Sanders,44038691,TE/FLEX,2700,CHI@CAR 09/13/2026 01:00PM ET,CAR,4.2,
TE,Austin Hooper (44038693),Austin Hooper,44038693,TE/FLEX,2700,ATL@PIT 09/13/2026 01:00PM ET,ATL,3.2,
TE,Daniel Bellinger (44038695),Daniel Bellinger,44038695,TE/FLEX,2700,NYJ@TEN 09/13/2026 01:00PM ET,TEN,3.7,
TE,Oscar Delp (44038697),Oscar Delp,44038697,TE/FLEX,2700,NO@DET 09/13/2026 01:00PM ET,NO,0,Q
TE,Marlin Klein (44038699),Marlin Klein,44038699,TE/FLEX,2700,BUF@HOU 09/13/2026 01:00PM ET,HOU,0,
TE,Adam Trautman (44038701),Adam Trautman,44038701,TE/FLEX,2700,DEN@KC 09/14/2026 08:15PM ET,DEN,2.4,
TE,Max Klare (44038703),Max Klare,44038703,TE/FLEX,2700,SF@LAR 09/10/2026 08:35PM ET,LAR,0,
DST,Dolphins (44038970),Dolphins,44038970,DST,2700,MIA@LV 09/13/2026 04:25PM ET,MIA,5.6,
DST,Bengals (44038971),Bengals,44038971,DST,2700,TB@CIN 09/13/2026 01:00PM ET,CIN,4.6,
DST,Chiefs (44038972),Chiefs,44038972,DST,2700,DEN@KC 09/14/2026 08:15PM ET,KC,5.4,
TE,Mitchell Evans (44038705),Mitchell Evans,44038705,TE/FLEX,2600,CHI@CAR 09/13/2026 01:00PM ET,CAR,2.7,
TE,Nate Boerkircher (44038707),Nate Boerkircher,44038707,TE/FLEX,2600,CLE@JAX 09/13/2026 01:00PM ET,JAX,0,
TE,Tanner Koziol (44038709),Tanner Koziol,44038709,TE/FLEX,2600,CLE@JAX 09/13/2026 01:00PM ET,JAX,0,
TE,Foster Moreau (44038711),Foster Moreau,44038711,TE/FLEX,2600,BUF@HOU 09/13/2026 01:00PM ET,HOU,1.2,
TE,Drew Sample (44038713),Drew Sample,44038713,TE/FLEX,2600,TB@CIN 09/13/2026 01:00PM ET,CIN,1.9,
TE,Elijah Arroyo (44038715),Elijah Arroyo,44038715,TE/FLEX,2600,NE@SEA 09/09/2026 08:20PM ET,SEA,2.7,
DST,Patriots (44038973),Patriots,44038973,DST,2600,NE@SEA 09/09/2026 08:20PM ET,NE,8.4,
DST,Falcons (44038974),Falcons,44038974,DST,2600,ATL@PIT 09/13/2026 01:00PM ET,ATL,7.1,
DST,Buccaneers (44038975),Buccaneers,44038975,DST,2600,TB@CIN 09/13/2026 01:00PM ET,TB,5.8,
TE,Luke Schoonmaker (44038717),Luke Schoonmaker,44038717,TE/FLEX,2500,DAL@NYG 09/13/2026 08:20PM ET,DAL,1.6,
TE,Jack Westover (44038719),Jack Westover,44038719,TE/FLEX,2500,WAS@PHI 09/13/2026 04:25PM ET,WAS,0.1,
TE,Feleipe Franks (44038721),Feleipe Franks,44038721,TE/FLEX,2500,CHI@CAR 09/13/2026 01:00PM ET,CAR,0,
TE,Nikola Kalinic (44038723),Nikola Kalinic,44038723,TE/FLEX,2500,CHI@CAR 09/13/2026 01:00PM ET,CHI,0,IR
TE,Hayden Large (44038725),Hayden Large,44038725,TE/FLEX,2500,CHI@CAR 09/13/2026 01:00PM ET,CHI,0,IR
TE,Qadir Ismail (44038727),Qadir Ismail,44038727,TE/FLEX,2500,CHI@CAR 09/13/2026 01:00PM ET,CHI,0,
TE,Stephen Carlson (44038729),Stephen Carlson,44038729,TE/FLEX,2500,CHI@CAR 09/13/2026 01:00PM ET,CHI,0,
