Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame,Status
RB,Jahmyr Gibbs (44037607),Jahmyr Gibbs,44037607,RB/FLEX,8000,NO@DET 09/13/2026 01:00PM ET,DET,22.3,
WR,Ja'Marr Chase (44037977),Ja'Marr Chase,44037977,WR/FLEX,7800,TB@CIN 09/13/2026 01:00PM ET,CIN,21,Q
RB,Bijan Robinson (44037609),Bijan Robinson,44037609,RB/FLEX,7700,ATL@PIT 09/13/2026 01:00PM ET,ATL,23.2,
WR,Puka Nacua (44037979),Puka Nacua,44037979,WR/FLEX,7700,SF@LAR 09/10/2026 08:35PM ET,LAR,25.1,
WR,Jaxon Smith-Njigba (44037981),Jaxon Smith-Njigba,44037981,WR/FLEX,7600,NE@SEA 09/09/2026 08:20PM ET,SEA,22,
RB,Christian McCaffrey (44037611),Christian McCaffrey,44037611,RB/FLEX,7500,SF@LAR 09/10/2026 08:35PM ET,SF,24.8,
WR,Amon-Ra St. Brown (44037983),Amon-Ra St. Brown,44037983,WR/FLEX,7500,NO@DET 09/13/2026 01:00PM ET,DET,19.9,
WR,CeeDee Lamb (44037985),CeeDee Lamb,44037985,WR/FLEX,7400,DAL@NYG 09/13/2026 08:20PM ET,DAL,15.6,
RB,Jonathan Taylor (44037613),Jonathan Taylor,44037613,RB/FLEX,7300,BAL@IND 09/13/2026 01:00PM ET,IND,22.3,
WR,Justin Jefferson (44037987),Justin Jefferson,44037987,WR/FLEX,7300,GB@MIN 09/13/2026 04:25PM ET,MIN,12.4,
RB,James Cook III (44037615),James Cook III,44037615,RB/FLEX,7200,BUF@HOU 09/13/2026 01:00PM ET,BUF,18.8,
RB,Chase Brown (44037617),Chase Brown,44037617,RB/FLEX,7100,TB@CIN 09/13/2026 01:00PM ET,CIN,17.2,
WR,A.J. Brown (44037989),A.J. Brown,44037989,WR/FLEX,7100,NE@SEA 09/09/2026 08:20PM ET,NE,15.1,
QB,Josh Allen (44037500),Josh Allen,44037500,QB,7000,BUF@HOU 09/13/2026 01:00PM ET,BUF,23.3,
RB,De'Von Achane (44037619),De'Von Achane,44037619,RB/FLEX,7000,MIA@LV 09/13/2026 04:25PM ET,MIA,20.9,
WR,Nico Collins (44037991),Nico Collins,44037991,WR/FLEX,7000,BUF@HOU 09/13/2026 01:00PM ET,HOU,15.1,
QB,Joe Burrow (44037501),Joe Burrow,44037501,QB,6900,TB@CIN 09/13/2026 01:00PM ET,CIN,18.2,
RB,Saquon Barkley (44037621),Saquon Barkley,44037621,RB/FLEX,6900,WAS@PHI 09/13/2026 04:25PM ET,PHI,15.4,
TE,Brock Bowers (44038581),Brock Bowers,44038581,TE/FLEX,6900,MIA@LV 09/13/2026 04:25PM ET,LV,15.2,
QB,Lamar Jackson (44037502),Lamar Jackson,44037502,QB,6800,BAL@IND 09/13/2026 01:00PM ET,BAL,17.3,
RB,Omarion Hampton (44037623),Omarion Hampton,44037623,RB/FLEX,6800,ARI@LAC 09/13/2026 04:25PM ET,LAC,13.9,
WR,Malik Nabers (44037993),Malik Nabers,44037993,WR/FLEX,6800,DAL@NYG 09/13/2026 08:20PM ET,NYG,15,Q
TE,Trey McBride (44038583),Trey McBride,44038583,TE/FLEX,6800,ARI@LAC 09/13/2026 04:25PM ET,ARI,19.1,
RB,Derrick Henry (44037625),Derrick Henry,44037625,RB/FLEX,6700,BAL@IND 09/13/2026 01:00PM ET,BAL,18,
WR,Chris Olave (44037995),Chris Olave,44037995,WR/FLEX,6700,NO@DET 09/13/2026 01:00PM ET,NO,17.4,
QB,Jalen Hurts (44037503),Jalen Hurts,44037503,QB,6600,WAS@PHI 09/13/2026 04:25PM ET,PHI,19.1,
RB,Ashton Jeanty (44037627),Ashton Jeanty,44037627,RB/FLEX,6600,MIA@LV 09/13/2026 04:25PM ET,LV,14.8,Q
WR,DeVonta Smith (44037997),DeVonta Smith,44037997,WR/FLEX,6600,WAS@PHI 09/13/2026 04:25PM ET,PHI,12.4,
QB,Jayden Daniels (44037504),Jayden Daniels,44037504,QB,6500,WAS@PHI 09/13/2026 04:25PM ET,WAS,17,
RB,Kenneth Walker III (44037629),Kenneth Walker III,44037629,RB/FLEX,6500,DEN@KC 09/14/2026 08:15PM ET,KC,13.9,
WR,Drake London (44037999),Drake London,44037999,WR/FLEX,6500,ATL@PIT 09/13/2026 01:00PM ET,ATL,18.2,
WR,Rashee Rice (44038001),Rashee Rice,44038001,WR/FLEX,6500,DEN@KC 09/14/2026 08:15PM ET,KC,19.1,
QB,Dak Prescott (44037505),Dak Prescott,44037505,QB,6400,DAL@NYG 09/13/2026 08:20PM ET,DAL,20.2,
RB,Jeremiyah Love (44037631),Jeremiyah Love,44037631,RB/FLEX,6400,ARI@LAC 09/13/2026 04:25PM ET,ARI,0,Q
WR,Zay Flowers (44038003),Zay Flowers,44038003,WR/FLEX,6400,BAL@IND 09/13/2026 01:00PM ET,BAL,15,Q
WR,George Pickens (44038005),George Pickens,44038005,WR/FLEX,6400,DAL@NYG 09/13/2026 08:20PM ET,DAL,18.1,
QB,Caleb Williams (44037506),Caleb Williams,44037506,QB,6300,CHI@CAR 09/13/2026 01:00PM ET,CHI,19.8,
RB,Javonte Williams (44037633),Javonte Williams,44037633,RB/FLEX,6300,DAL@NYG 09/13/2026 08:20PM ET,DAL,15.7,
RB,Josh Jacobs (44037635),Josh Jacobs,44037635,RB/FLEX,6300,GB@MIN 09/13/2026 04:25PM ET,GB,15.4,OUT
WR,Tee Higgins (44038007),Tee Higgins,44038007,WR/FLEX,6300,TB@CIN 09/13/2026 01:00PM ET,CIN,14.3,Q
WR,Jaylen Waddle (44038009),Jaylen Waddle,44038009,WR/FLEX,6300,DEN@KC 09/14/2026 08:15PM ET,DEN,12.3,
QB,Matthew Stafford (44037507),Matthew Stafford,44037507,QB,6200,SF@LAR 09/10/2026 08:35PM ET,LAR,22.1,
RB,Kyren Williams (44037637),Kyren Williams,44037637,RB/FLEX,6200,SF@LAR 09/10/2026 08:35PM ET,LAR,16.3,
RB,Breece Hall (44037639),Breece Hall,44037639,RB/FLEX,6200,NYJ@TEN 09/13/2026 01:00PM ET,NYJ,13.9,Q
WR,Emeka Egbuka (44038011),Emeka Egbuka,44038011,WR/FLEX,6200,TB@CIN 09/13/2026 01:00PM ET,TB,12,Q
WR,Davante Adams (44038013),Davante Adams,44038013,WR/FLEX,6200,SF@LAR 09/10/2026 08:35PM ET,LAR,15.4,
QB,Justin Herbert (44037508),Justin Herbert,44037508,QB,6100,ARI@LAC 09/13/2026 04:25PM ET,LAC,19.1,
RB,D'Andre Swift (44037641),D'Andre Swift,44037641,RB/FLEX,6100,CHI@CAR 09/13/2026 01:00PM ET,CHI,14.7,Q
WR,Tetairoa McMillan (44038015),Tetairoa McMillan,44038015,WR/FLEX,6100,CHI@CAR 09/13/2026 01:00PM ET,CAR,12.9,
WR,Mike Evans (44038017),Mike Evans,44038017,WR/FLEX,6100,SF@LAR 09/10/2026 08:35PM ET,SF,11,
QB,Jared Goff (44037509),Jared Goff,44037509,QB,6000,NO@DET 09/13/2026 01:00PM ET,DET,19.3,
QB,Drake Maye (44037510),Drake Maye,44037510,QB,6000,NE@SEA 09/09/2026 08:20PM ET,NE,20.9,
RB,David Montgomery (44037643),David Montgomery,44037643,RB/FLEX,6000,BUF@HOU 09/13/2026 01:00PM ET,HOU,10.1,
WR,Jameson Williams (44038019),Jameson Williams,44038019,WR/FLEX,6000,NO@DET 09/13/2026 01:00PM ET,DET,13.6,
WR,Courtland Sutton (44038021),Courtland Sutton,44038021,WR/FLEX,6000,DEN@KC 09/14/2026 08:15PM ET,DEN,12.9,
QB,Baker Mayfield (44037511),Baker Mayfield,44037511,QB,5900,TB@CIN 09/13/2026 01:00PM ET,TB,17.2,
RB,Travis Etienne Jr. (44037645),Travis Etienne Jr.,44037645,RB/FLEX,5900,NO@DET 09/13/2026 01:00PM ET,NO,15.7,
WR,Ladd McConkey (44038023),Ladd McConkey,44038023,WR/FLEX,5900,ARI@LAC 09/13/2026 04:25PM ET,LAC,11.4,
WR,Christian Watson (44038025),Christian Watson,44038025,WR/FLEX,5900,GB@MIN 09/13/2026 04:25PM ET,GB,13.5,
QB,Bo Nix (44037512),Bo Nix,44037512,QB,5800,DEN@KC 09/14/2026 08:15PM ET,DEN,19.7,
QB,Trevor Lawrence (44037513),Trevor Lawrence,44037513,QB,5800,CLE@JAX 09/13/2026 01:00PM ET,JAX,21,
RB,Bhayshul Tuten (44037647),Bhayshul Tuten,44037647,RB/FLEX,5800,CLE@JAX 09/13/2026 01:00PM ET,JAX,5.9,Q
RB,Cam Skattebo (44037649),Cam Skattebo,44037649,RB/FLEX,5800,DAL@NYG 09/13/2026 08:20PM ET,NYG,16.1,
WR,Garrett Wilson (44038027),Garrett Wilson,44038027,WR/FLEX,5800,NYJ@TEN 09/13/2026 01:00PM ET,NYJ,14.2,
WR,Jordan Addison (44038029),Jordan Addison,44038029,WR/FLEX,5800,GB@MIN 09/13/2026 04:25PM ET,MIN,10.1,
QB,Jordan Love (44037514),Jordan Love,44037514,QB,5700,GB@MIN 09/13/2026 04:25PM ET,GB,17.6,
QB,Brock Purdy (44037515),Brock Purdy,44037515,QB,5700,SF@LAR 09/10/2026 08:35PM ET,SF,20.1,
RB,Bucky Irving (44037651),Bucky Irving,44037651,RB/FLEX,5700,TB@CIN 09/13/2026 01:00PM ET,TB,14.3,
RB,Rhamondre Stevenson (44037653),Rhamondre Stevenson,44037653,RB/FLEX,5700,NE@SEA 09/09/2026 08:20PM ET,NE,13.2,
WR,Terry McLaurin (44038031),Terry McLaurin,44038031,WR/FLEX,5700,WAS@PHI 09/13/2026 04:25PM ET,WAS,11.4,
WR,Alec Pierce (44038033),Alec Pierce,44038033,WR/FLEX,5700,BAL@IND 09/13/2026 01:00PM ET,IND,12.6,
QB,Jaxson Dart (44037516),Jaxson Dart,44037516,QB,5600,DAL@NYG 09/13/2026 08:20PM ET,NYG,17.8,
QB,Tyler Shough (44037517),Tyler Shough,44037517,QB,5600,NO@DET 09/13/2026 01:00PM ET,NO,15.6,
RB,Tony Pollard (44037655),Tony Pollard,44037655,RB/FLEX,5600,NYJ@TEN 09/13/2026 01:00PM ET,TEN,11.6,
RB,Jadarian Price (44037657),Jadarian Price,44037657,RB/FLEX,5600,NE@SEA 09/09/2026 08:20PM ET,SEA,0,
WR,Parker Washington (44038035),Parker Washington,44038035,WR/FLEX,5600,CLE@JAX 09/13/2026 01:00PM ET,JAX,12.8,
WR,DJ Moore (44038037),DJ Moore,44038037,WR/FLEX,5600,BUF@HOU 09/13/2026 01:00PM ET,BUF,10.8,
QB,Kyler Murray (44037518),Kyler Murray,44037518,QB,5500,GB@MIN 09/13/2026 04:25PM ET,MIN,16.4,
QB,Patrick Mahomes (44037519),Patrick Mahomes,44037519,QB,5500,DEN@KC 09/14/2026 08:15PM ET,KC,21.6,Q
RB,Chuba Hubbard (44037659),Chuba Hubbard,44037659,RB/FLEX,5500,CHI@CAR 09/13/2026 01:00PM ET,CAR,9.1,
RB,Quinshon Judkins (44037661),Quinshon Judkins,44037661,RB/FLEX,5500,CLE@JAX 09/13/2026 01:00PM ET,CLE,12.3,
WR,Luther Burden III (44038039),Luther Burden III,44038039,WR/FLEX,5500,CHI@CAR 09/13/2026 01:00PM ET,CHI,8.6,Q
WR,Brian Thomas Jr. (44038041),Brian Thomas Jr.,44038041,WR/FLEX,5500,CLE@JAX 09/13/2026 01:00PM ET,JAX,9.9,
QB,Sam Darnold (44037520),Sam Darnold,44037520,QB,5400,NE@SEA 09/09/2026 08:20PM ET,SEA,15.6,
QB,Daniel Jones (44037521),Daniel Jones,44037521,QB,5400,BAL@IND 09/13/2026 01:00PM ET,IND,18.7,
RB,RJ Harvey (44037663),RJ Harvey,44037663,RB/FLEX,5400,DEN@KC 09/14/2026 08:15PM ET,DEN,12.1,
RB,Jaylen Warren (44037665),Jaylen Warren,44037665,RB/FLEX,5400,ATL@PIT 09/13/2026 01:00PM ET,PIT,13.5,
RB,Jordan Mason (44037667),Jordan Mason,44037667,RB/FLEX,5400,GB@MIN 09/13/2026 04:25PM ET,MIN,8.3,
WR,Rome Odunze (44038043),Rome Odunze,44038043,WR/FLEX,5400,CHI@CAR 09/13/2026 01:00PM ET,CHI,11.8,Q
WR,DK Metcalf (44038045),DK Metcalf,44038045,WR/FLEX,5400,ATL@PIT 09/13/2026 01:00PM ET,PIT,12.5,Q
QB,Aaron Rodgers (44037522),Aaron Rodgers,44037522,QB,5300,ATL@PIT 09/13/2026 01:00PM ET,PIT,14.1,
QB,Malik Willis (44037523),Malik Willis,44037523,QB,5300,MIA@LV 09/13/2026 04:25PM ET,MIA,13,
RB,Jacory Croskey-Merritt (44037669),Jacory Croskey-Merritt,44037669,RB/FLEX,5300,WAS@PHI 09/13/2026 04:25PM ET,WAS,8.7,Q
RB,Aaron Jones Sr. (44037671),Aaron Jones Sr.,44037671,RB/FLEX,5300,GB@MIN 09/13/2026 04:25PM ET,MIN,10,
RB,J.K. Dobbins (44037673),J.K. Dobbins,44037673,RB/FLEX,5300,DEN@KC 09/14/2026 08:15PM ET,DEN,12.2,
WR,Carnell Tate (44038047),Carnell Tate,44038047,WR/FLEX,5300,NYJ@TEN 09/13/2026 01:00PM ET,TEN,0,Q
WR,Michael Wilson (44038049),Michael Wilson,44038049,WR/FLEX,5300,ARI@LAC 09/13/2026 04:25PM ET,ARI,13.5,
TE,Colston Loveland (44038585),Colston Loveland,44038585,TE/FLEX,5300,CHI@CAR 09/13/2026 01:00PM ET,CHI,11.4,
QB,Bryce Young (44037524),Bryce Young,44037524,QB,5200,CHI@CAR 09/13/2026 01:00PM ET,CAR,15.4,
