Player,Position,Team,Opponent,Projection,Ceiling,Ceiling_Mult,Usage_Stability,Ceiling_Ratio,Leverage,StdDev,Salary,Ownership,Game_ID,Simulated_Mean,Simulated_Median,Simulated_85th,Ceiling_95th,Ceiling_99th,Boom_Percentage
Matthew Golden,WR,GB,MIN,8.8,10.96,1.292,0.74,1.245,43.44,5.4,4700.0,0.005,GB_MIN,8.81,8.67,14.21,17.56,20.82,0.04
Ty Johnson,RB,BUF,HOU,9.12,9.45,1.063,0.758,1.036,37.455,5.29,4200.0,0.005,BUF_HOU,9.27,9.32,14.64,17.55,21.16,0.13999999999999999
Sean Tucker,RB,TB,CIN,3.62,3.77,1.02,0.613,1.041,14.943,8.24,4700.0,0.005,CIN_TB,5.52,3.63,12.59,17.48,23.41,0.5599999999999999
CeeDee Lamb,WR,DAL,NYG,7.56,8.87,1.182,0.658,1.173,35.157,5.98,7400.0,0.005,DAL_NYG,7.79,7.45,13.71,17.37,21.6,0.26
J.K. Dobbins,RB,DEN,KC,10.57,14.5,1.382,0.783,1.372,57.471,4.1,5300.0,0.005,DEN_KC,10.57,10.65,14.91,17.3,20.06,0.0
Mark Andrews,TE,BAL,IND,6.25,8.14,1.299,0.793,1.302,32.263,6.79,3900.0,0.005,BAL_IND,6.86,6.2,13.3,17.28,21.56,0.18
John Metchie III,WR,NYJ,TEN,8.29,10.93,1.28,0.642,1.318,43.321,5.42,3200.0,0.005,NYJ_TEN,8.44,8.24,13.94,17.27,20.64,0.08
Devontez Walker,WR,BAL,IND,6.5,7.2,1.104,0.83,1.108,28.537,6.47,3200.0,0.005,BAL_IND,7.05,6.57,13.14,17.25,21.83,0.24
Tyler Warren,TE,IND,BAL,9.17,13.32,1.442,0.732,1.453,52.794,4.88,4900.0,0.005,BAL_IND,9.28,9.22,14.34,17.17,20.32,0.06
Blake Corum,RB,LAR,SF,7.17,8.23,1.139,0.711,1.148,32.62,6.14,5200.0,0.005,LAR_SF,7.6,7.27,13.47,17.16,21.34,0.18
Jake Ferguson,TE,DAL,NYG,5.36,5.77,1.084,0.675,1.076,22.87,7.11,3900.0,0.005,DAL_NYG,6.3,5.37,12.69,17.15,22.18,0.33999999999999997
Isaiah Williams,WR,NYJ,TEN,10.75,15.76,1.423,0.586,1.466,23.503,3.97,3000.0,0.0133,NYJ_TEN,10.77,10.75,14.91,17.15,19.95,0.0
Mac Jones,QB,SF,LA,1.65,1.95,1.22,0.0,1.182,7.729,9.45,4000.0,0.005,LA_SF,4.7,1.74,11.57,17.12,24.32,0.8200000000000001
Jayden Higgins,WR,HOU,BUF,8.77,10.97,1.285,0.682,1.251,43.48,5.16,4500.0,0.005,BUF_HOU,8.79,8.68,14.17,17.07,20.27,0.04
Darius Slayton,WR,NYG,DAL,10.53,13.94,1.286,0.69,1.324,55.252,3.83,4200.0,0.005,DAL_NYG,10.61,10.6,14.59,17.06,19.54,0.0
AJ Barner,TE,SEA,NE,6.5,7.05,1.091,0.732,1.085,27.943,6.56,3600.0,0.005,NE_SEA,7.01,6.41,13.18,17.02,21.58,0.3
Travis Kelce,TE,KC,DEN,6.51,9.19,1.443,0.743,1.412,36.425,6.4,4000.0,0.005,DEN_KC,7.05,6.54,13.26,17.01,21.08,0.16
Jauan Jennings,WR,SF,LA,7.68,9.61,1.292,0.732,1.251,38.09,5.75,4300.0,0.005,LA_SF,7.91,7.74,13.49,16.99,21.1,0.08
Ronnie Bell,WR,NO,DET,5.02,5.43,1.083,0.667,1.082,21.522,7.28,3000.0,0.005,DET_NO,6.18,5.23,12.84,16.87,22.43,0.36
Michael Pittman,WR,IND,BAL,4.8,5.73,1.183,0.664,1.194,22.711,7.36,4900.0,0.005,BAL_IND,5.88,4.73,12.34,16.67,22.02,0.38
Chig Okonkwo,TE,TEN,NYJ,9.0,12.0,1.295,0.762,1.333,47.562,4.48,4000.0,0.005,NYJ_TEN,8.98,9.02,13.69,16.36,19.22,0.0
Kayshon Boutte,WR,NE,SEA,4.63,5.77,1.288,0.703,1.246,22.87,7.08,4500.0,0.005,NE_SEA,5.79,4.71,12.15,16.35,21.51,0.27999999999999997
Michael Carter,RB,ARI,LAC,8.35,10.02,1.22,0.503,1.2,39.715,4.89,4000.0,0.005,ARI_LAC,8.43,8.42,13.38,16.33,19.54,0.04
Jalen Nailor,WR,MIN,GB,5.25,5.82,1.093,0.744,1.109,23.068,6.61,4300.0,0.005,GB_MIN,6.09,5.21,12.27,16.31,20.58,0.22
Mason Taylor,TE,NYJ,TEN,8.65,11.45,1.286,0.686,1.324,45.382,4.87,2800.0,0.005,NYJ_TEN,8.62,8.6,13.59,16.29,19.5,0.02
Samaje Perine,RB,CIN,TB,8.56,9.55,1.12,0.611,1.116,37.852,4.74,4600.0,0.005,CIN_TB,8.73,8.72,13.5,16.28,19.47,0.04
Alvin Kamara,RB,NO,DET,8.28,10.05,1.22,0.511,1.214,39.834,4.9,4900.0,0.005,DET_NO,8.29,8.21,13.18,16.23,19.44,0.0
Calvin Ridley,WR,TEN,NYJ,7.03,7.74,1.069,0.55,1.101,30.678,5.48,4500.0,0.005,NYJ_TEN,7.24,6.91,12.77,16.18,20.05,0.06
Hunter Henry,TE,NE,SEA,4.34,5.0,1.192,0.738,1.152,19.818,7.12,3800.0,0.005,NE_SEA,5.52,4.27,11.82,16.17,21.27,0.26
Malik Washington,WR,MIA,LV,10.77,13.0,1.193,0.741,1.207,51.526,3.34,4200.0,0.005,LV_MIA,10.73,10.79,14.09,16.11,18.31,0.0
KaVontae Turpin,WR,DAL,NYG,8.33,9.17,1.109,0.869,1.101,36.346,4.65,3300.0,0.005,DAL_NYG,8.38,8.28,13.16,16.04,19.35,0.02
Isaac TeSlaa,WR,DET,NO,6.73,7.42,1.105,0.839,1.103,29.409,5.61,3900.0,0.005,DET_NO,7.04,6.74,12.45,16.04,20.05,0.08
Dalton Schultz,TE,HOU,BUF,7.06,7.51,1.092,0.733,1.064,29.766,5.56,3400.0,0.005,BUF_HOU,7.28,7.0,12.89,15.99,19.7,0.04
Spencer Rattler,QB,NO,DET,5.26,6.94,1.32,0.0,1.319,27.507,6.43,4000.0,0.005,DET_NO,6.0,5.34,12.03,15.74,20.12,0.08
Theo Johnson,TE,NYG,DAL,6.55,8.72,1.291,0.726,1.331,34.562,5.82,2800.0,0.005,DAL_NYG,6.78,6.44,12.27,15.72,19.63,0.02
Mike Gesicki,TE,CIN,TB,6.45,7.14,1.103,0.823,1.107,28.3,5.58,3100.0,0.005,CIN_TB,6.68,6.35,12.09,15.6,19.27,0.04
Jaylen Wright,RB,MIA,LV,6.02,6.73,1.12,0.504,1.118,26.675,5.52,4500.0,0.005,LV_MIA,6.51,6.08,11.94,15.54,18.9,0.0
Bam Knight,RB,ARI,LAC,5.73,6.32,1.12,0.475,1.103,25.05,5.9,4000.0,0.005,ARI_LAC,6.32,5.85,11.77,15.45,20.27,0.06
Demarcus Robinson,WR,SF,LA,6.48,7.5,1.194,0.754,1.157,29.727,5.63,3800.0,0.005,LA_SF,6.77,6.55,12.21,15.39,19.04,0.04
Troy Franklin,WR,DEN,KC,2.59,2.77,1.082,0.654,1.069,10.979,7.69,3800.0,0.005,DEN_KC,4.66,2.76,10.71,15.29,20.01,0.16
Dylan Sampson,RB,CLE,JAX,6.05,6.65,1.12,0.553,1.099,26.358,5.6,4700.0,0.005,CLE_JAX,6.32,5.88,11.93,15.25,18.72,0.02
Greg Dortch,WR,ARI,LAC,5.76,6.19,1.098,0.782,1.075,24.534,6.02,3400.0,0.005,ARI_LAC,6.25,5.71,11.83,15.2,19.52,0.08
Jared Wayne,WR,HOU,BUF,3.15,3.45,1.125,1.0,1.095,13.674,7.32,3000.0,0.005,BUF_HOU,4.66,2.91,10.49,15.1,20.12,0.13999999999999999
Tank Bigsby,RB,PHI,WAS,6.92,7.91,1.12,0.536,1.143,31.352,5.01,4900.0,0.005,PHI_WAS,7.13,6.94,12.15,15.09,18.65,0.0
Ricky Pearsall,WR,SF,LA,3.72,4.28,1.187,0.694,1.151,16.964,6.89,3000.0,0.005,LA_SF,5.07,3.94,10.9,15.09,19.43,0.13999999999999999
Jerry Jeudy,WR,CLE,JAX,6.61,9.01,1.435,0.684,1.363,35.711,5.22,4100.0,0.005,CLE_JAX,6.8,6.62,11.82,15.01,18.48,0.02
Jacardia Wright,RB,SEA,NE,1.72,1.88,1.095,1.0,1.093,7.451,8.22,4000.0,0.005,NE_SEA,4.13,1.59,10.05,14.95,20.58,0.26
David Njoku,TE,CLE,JAX,6.42,6.64,1.089,0.709,1.034,26.318,5.05,3000.0,0.005,CLE_JAX,6.67,6.44,11.77,14.93,18.03,0.0
Jaylen Waddle,WR,MIA,LV,3.86,5.02,1.283,0.662,1.301,19.897,6.87,6300.0,0.005,LV_MIA,5.1,3.84,10.92,14.91,20.04,0.12
Pat Freiermuth,TE,PIT,ATL,4.48,5.39,1.204,0.834,1.203,21.363,6.34,3400.0,0.005,ATL_PIT,5.36,4.38,11.0,14.88,19.07,0.04
Amar Johnson,RB,LAC,ARI,1.39,1.54,1.095,1.0,1.108,6.104,8.22,4000.0,0.005,ARI_LAC,3.98,1.17,10.04,14.86,20.08,0.18
Malik Davis,RB,DAL,NYG,6.83,7.8,1.122,0.646,1.142,30.916,4.81,4300.0,0.005,DAL_NYG,7.0,6.85,11.75,14.83,18.13,0.02
Josh Oliver,TE,MIN,GB,6.28,7.04,1.105,0.842,1.121,27.903,5.0,2800.0,0.005,GB_MIN,6.57,6.33,11.44,14.77,18.4,0.02
Jayden Reed,WR,GB,MIN,9.12,11.5,1.308,0.865,1.261,45.581,3.3,4900.0,0.005,GB_MIN,9.2,9.2,12.67,14.63,17.09,0.0
Tez Johnson,WR,TB,CIN,4.3,4.82,1.092,0.739,1.121,19.104,6.51,3100.0,0.005,CIN_TB,5.19,4.26,10.88,14.57,19.22,0.08
Xavier Hutchinson,WR,HOU,BUF,6.14,8.59,1.437,0.694,1.399,34.047,5.1,3200.0,0.005,BUF_HOU,6.38,6.09,11.47,14.53,18.09,0.0
Brenton Strange,TE,JAX,CLE,6.32,7.94,1.297,0.779,1.256,31.47,4.93,3600.0,0.005,CLE_JAX,6.69,6.53,11.53,14.52,18.29,0.0
Jacoby Jones,WR,WAS,PHI,2.6,2.79,1.125,1.0,1.073,11.058,7.32,3000.0,0.005,PHI_WAS,4.32,2.56,9.89,14.51,19.01,0.08
Van Jefferson,WR,TEN,NYJ,8.89,10.9,1.191,0.73,1.226,43.203,3.38,3000.0,0.005,NYJ_TEN,8.93,8.98,12.43,14.47,16.87,0.0
Adonai Mitchell,WR,NYJ,TEN,3.42,4.47,1.269,0.551,1.307,17.717,6.79,4000.0,0.005,NYJ_TEN,4.71,3.51,10.32,14.47,19.2,0.06
Dontayvion Wicks,WR,GB,MIN,2.96,3.11,1.088,0.707,1.051,12.327,7.02,4100.0,0.005,GB_MIN,4.52,2.91,10.32,14.43,19.24,0.13999999999999999
Keon Coleman,WR,BUF,HOU,5.36,5.57,1.093,0.74,1.039,22.077,5.67,4000.0,0.005,BUF_HOU,5.78,5.16,11.12,14.42,18.61,0.02
Jawhar Jordan,RB,HOU,BUF,3.72,4.19,1.12,0.47,1.126,16.607,6.51,4500.0,0.005,BUF_HOU,4.89,3.81,10.51,14.35,18.35,0.08
